@relation 'fullCSV.arff_fullCSV.arff-weka.filters.unsupervised.attribute.Remove-V-R20,21,22_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S4.0-C4-Lfirst-last-V_clustered'

@attribute Instance_number numeric
@attribute DayOfWeek numeric
@attribute TimeOfDay numeric
@attribute HourSinceStart numeric
@attribute DaySinceStart numeric
@attribute ScaledTime numeric
@attribute IP_Address string
@attribute IP_AsRank numeric
@attribute IP_AsScaledRank numeric
@attribute IP_AsAttackCount numeric
@attribute IP_AsRandomInt numeric
@attribute Port numeric
@attribute PortNormalised numeric
@attribute Uname string
@attribute UName_AsRank numeric
@attribute Uname_AsScaledRank numeric
@attribute UName_AsCount numeric
@attribute UName_AsRandomInt numeric
@attribute Country string
@attribute City string
@attribute Loc_X numeric
@attribute Loc_Y numeric
@attribute Loc_Z numeric
@attribute 0.743Loc_Y+0.643Loc_X-0.186Loc_Z numeric
@attribute 0.857Loc_Z+0.476Loc_X-0.198Loc_Y numeric
@attribute '-0.639Loc_Y+0.6  Loc_X-0.481Loc_Z' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
98,2,16,0,0,0.001061,59.45.175.32,0.016915,0.86682,0.055754,0.513688,42136,0.637684,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
99,2,16,0,0,0.001073,59.45.175.32,0.016915,0.86682,0.055754,0.513688,32086,0.48178,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
100,2,16,0,0,0.001086,59.45.175.32,0.016915,0.86682,0.055754,0.513688,23238,0.344523,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
101,2,16,0,0,0.001094,112.74.63.26,0.072637,0.914393,0.003908,0.079642,60184,0.917658,ubuntu,0.003951,0.819385,0.003765,0.399704,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
102,2,17,1,0,0.001236,116.31.116.38,0,0,1,0.780488,34926,0.525837,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
103,2,17,1,0,0.001261,116.31.116.38,0,0,1,0.780488,56704,0.863674,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
104,2,17,1,0,0.001273,59.45.175.32,0.016915,0.86682,0.055754,0.513688,23892,0.354669,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
105,2,17,1,0,0.001282,116.31.116.38,0,0,1,0.780488,16013,0.232443,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
106,2,17,1,0,0.001286,59.45.175.32,0.016915,0.86682,0.055754,0.513688,33004,0.496021,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
107,2,17,1,0,0.001296,112.74.63.26,0.072637,0.914393,0.003908,0.079642,57736,0.879683,ubuntu,0.003951,0.819385,0.003765,0.399704,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
108,2,17,1,0,0.001297,59.45.175.32,0.016915,0.86682,0.055754,0.513688,39827,0.601865,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
109,2,17,1,0,0.001304,116.31.116.38,0,0,1,0.780488,43033,0.651599,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
110,2,17,1,0,0.001312,59.45.175.32,0.016915,0.86682,0.055754,0.513688,17072,0.248871,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
111,2,17,1,0,0.001324,59.45.175.32,0.016915,0.86682,0.055754,0.513688,59846,0.912415,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
112,2,17,1,0,0.001325,59.45.175.32,0.016915,0.86682,0.055754,0.513688,59846,0.912415,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
113,2,17,1,0,0.001327,116.31.116.38,0,0,1,0.780488,51319,0.780137,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
114,2,17,1,0,0.001332,59.45.175.66,0.008955,0.846058,0.100241,0.033848,50565,0.768441,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
115,2,17,1,0,0.001335,59.45.175.66,0.008955,0.846058,0.100241,0.033848,40532,0.612801,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
116,2,17,1,0,0.001338,59.45.175.66,0.008955,0.846058,0.100241,0.033848,56617,0.862324,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
117,2,17,1,0,0.001343,59.45.175.66,0.008955,0.846058,0.100241,0.033848,42783,0.64772,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
118,2,17,1,0,0.001346,59.45.175.66,0.008955,0.846058,0.100241,0.033848,44641,0.676543,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
119,2,17,1,0,0.001349,59.45.175.66,0.008955,0.846058,0.100241,0.033848,56634,0.862588,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
120,2,17,1,0,0.00135,116.31.116.38,0,0,1,0.780488,33320,0.500923,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
121,2,17,1,0,0.001395,112.74.63.26,0.072637,0.914393,0.003908,0.079642,55526,0.8454,ubuntu,0.003951,0.819385,0.003765,0.399704,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
122,2,17,1,0,0.001448,182.23.93.141,0.116418,0.929793,0.001494,0.676456,39780,0.601136,root,0,0,1,0.093379,Indonesia,Jakarta,0.997006,0.50758,0.553924,0.836148,0.845181,0.805823,cluster0
123,2,17,1,0,0.001449,182.23.93.141,0.116418,0.929793,0.001494,0.676456,39890,0.602842,root,0,0,1,0.093379,Indonesia,Jakarta,0.997006,0.50758,0.553924,0.836148,0.845181,0.805823,cluster0
124,2,17,1,0,0.00145,182.23.93.141,0.116418,0.929793,0.001494,0.676456,40005,0.604626,root,0,0,1,0.093379,Indonesia,Jakarta,0.997006,0.50758,0.553924,0.836148,0.845181,0.805823,cluster0
125,2,17,1,0,0.00145,182.23.93.141,0.116418,0.929793,0.001494,0.676456,40144,0.606782,root,0,0,1,0.093379,Indonesia,Jakarta,0.997006,0.50758,0.553924,0.836148,0.845181,0.805823,cluster0
126,2,17,1,0,0.001452,182.23.93.141,0.116418,0.929793,0.001494,0.676456,40245,0.608349,root,0,0,1,0.093379,Indonesia,Jakarta,0.997006,0.50758,0.553924,0.836148,0.845181,0.805823,cluster0
127,2,17,1,0,0.001453,182.23.93.141,0.116418,0.929793,0.001494,0.676456,40417,0.611017,root,0,0,1,0.093379,Indonesia,Jakarta,0.997006,0.50758,0.553924,0.836148,0.845181,0.805823,cluster0
128,2,17,1,0,0.001454,182.23.93.141,0.116418,0.929793,0.001494,0.676456,40522,0.612646,root,0,0,1,0.093379,Indonesia,Jakarta,0.997006,0.50758,0.553924,0.836148,0.845181,0.805823,cluster0
129,2,17,1,0,0.001499,112.74.63.26,0.072637,0.914393,0.003908,0.079642,57714,0.879342,ubuntu,0.003951,0.819385,0.003765,0.399704,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
130,2,17,1,0,0.001522,59.45.175.32,0.016915,0.86682,0.055754,0.513688,35828,0.539829,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
131,2,17,1,0,0.001536,59.45.175.32,0.016915,0.86682,0.055754,0.513688,12129,0.172192,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
132,2,17,1,0,0.001537,59.45.175.32,0.016915,0.86682,0.055754,0.513688,12129,0.172192,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
133,2,17,1,0,0.001561,59.45.175.32,0.016915,0.86682,0.055754,0.513688,10664,0.149466,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
134,2,17,1,0,0.001573,116.31.116.38,0,0,1,0.780488,48633,0.73847,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
135,2,17,1,0,0.001576,59.45.175.32,0.016915,0.86682,0.055754,0.513688,63900,0.975304,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
136,2,17,1,0,0.001589,59.45.175.32,0.016915,0.86682,0.055754,0.513688,41374,0.625863,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
137,2,17,1,0,0.001597,116.31.116.38,0,0,1,0.780488,18256,0.267239,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
138,2,17,1,0,0.001618,116.31.116.38,0,0,1,0.780488,36116,0.544297,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
139,2,17,1,0,0.00164,116.31.116.38,0,0,1,0.780488,57506,0.876115,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
140,2,17,1,0,0.001663,116.31.116.38,0,0,1,0.780488,38629,0.58328,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
141,2,17,1,0,0.001679,221.194.44.195,0.021393,0.874487,0.043453,0.034345,57550,0.876798,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
142,2,17,1,0,0.001681,221.194.44.195,0.021393,0.874487,0.043453,0.034345,60073,0.915936,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
143,2,17,1,0,0.001684,221.194.44.195,0.021393,0.874487,0.043453,0.034345,36301,0.547167,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
144,2,17,1,0,0.001685,116.31.116.38,0,0,1,0.780488,51595,0.784419,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
145,2,17,1,0,0.001686,221.194.44.195,0.021393,0.874487,0.043453,0.034345,37045,0.558708,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
146,2,17,1,0,0.001689,221.194.44.195,0.021393,0.874487,0.043453,0.034345,40039,0.605153,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
147,2,17,1,0,0.001692,221.194.44.195,0.021393,0.874487,0.043453,0.034345,45318,0.687045,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
148,2,17,1,0,0.001694,221.194.44.195,0.021393,0.874487,0.043453,0.034345,43373,0.656873,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
149,2,17,1,0,0.001697,221.194.44.195,0.021393,0.874487,0.043453,0.034345,44020,0.66691,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
150,2,17,1,0,0.001698,112.74.63.26,0.072637,0.914393,0.003908,0.079642,37764,0.569862,ubuntu,0.003951,0.819385,0.003765,0.399704,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
151,2,17,1,0,0.001699,221.194.44.195,0.021393,0.874487,0.043453,0.034345,51324,0.780215,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
152,2,17,1,0,0.001702,221.194.44.195,0.021393,0.874487,0.043453,0.034345,54541,0.83012,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
153,2,17,1,0,0.001704,221.194.44.195,0.021393,0.874487,0.043453,0.034345,60763,0.92664,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
154,2,17,1,0,0.001705,121.18.238.109,0.0199,0.872126,0.047017,0.281732,60857,0.928098,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
155,2,17,1,0,0.001708,121.18.238.109,0.0199,0.872126,0.047017,0.281732,34132,0.513519,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
156,2,17,1,0,0.00171,121.18.238.109,0.0199,0.872126,0.047017,0.281732,36998,0.557979,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
157,2,17,1,0,0.001712,121.18.238.109,0.0199,0.872126,0.047017,0.281732,41664,0.630362,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
158,2,17,1,0,0.001714,121.18.238.109,0.0199,0.872126,0.047017,0.281732,43335,0.656283,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
159,2,17,1,0,0.001717,121.18.238.109,0.0199,0.872126,0.047017,0.281732,50186,0.762561,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
160,2,17,1,0,0.001719,121.18.238.109,0.0199,0.872126,0.047017,0.281732,53264,0.81031,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
161,2,17,1,0,0.001721,121.18.238.109,0.0199,0.872126,0.047017,0.281732,54661,0.831981,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
162,2,17,1,0,0.001776,59.45.175.32,0.016915,0.86682,0.055754,0.513688,32474,0.487799,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
163,2,17,1,0,0.001798,112.74.63.26,0.072637,0.914393,0.003908,0.079642,52696,0.801499,ubuntu,0.003951,0.819385,0.003765,0.399704,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
164,2,17,1,0,0.001801,59.45.175.32,0.016915,0.86682,0.055754,0.513688,60501,0.922576,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
165,2,17,1,0,0.001814,59.45.175.32,0.016915,0.86682,0.055754,0.513688,60399,0.920993,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
166,2,17,1,0,0.001815,59.45.175.32,0.016915,0.86682,0.055754,0.513688,60399,0.920993,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
167,2,17,1,0,0.001844,59.45.175.32,0.016915,0.86682,0.055754,0.513688,30541,0.457813,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
168,2,17,1,0,0.001845,59.45.175.32,0.016915,0.86682,0.055754,0.513688,30541,0.457813,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
169,2,17,1,0,0.001897,112.74.63.26,0.072637,0.914393,0.003908,0.079642,50554,0.76827,ubuntu,0.003951,0.819385,0.003765,0.399704,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
170,2,17,1,0,0.001913,116.31.116.38,0,0,1,0.780488,43510,0.658998,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
171,2,17,1,0,0.001933,116.31.116.38,0,0,1,0.780488,42726,0.646836,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
172,2,17,1,0,0.001957,116.31.116.38,0,0,1,0.780488,10405,0.145448,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
173,2,17,1,0,0.001958,59.45.175.67,0.004975,0.826869,0.111507,0.735689,50875,0.77325,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
174,2,17,1,0,0.001962,59.45.175.67,0.004975,0.826869,0.111507,0.735689,38750,0.585157,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
175,2,17,1,0,0.001967,59.45.175.67,0.004975,0.826869,0.111507,0.735689,54628,0.831469,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
176,2,17,1,0,0.001971,59.45.175.67,0.004975,0.826869,0.111507,0.735689,33478,0.503374,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
177,2,17,1,0,0.001974,59.45.175.67,0.004975,0.826869,0.111507,0.735689,43337,0.656314,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
178,2,17,1,0,0.001977,59.45.175.67,0.004975,0.826869,0.111507,0.735689,58803,0.896235,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
179,2,17,1,0,0.00198,116.31.116.38,0,0,1,0.780488,38457,0.580612,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
180,2,17,1,0,0.002002,116.31.116.38,0,0,1,0.780488,64625,0.98655,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
181,2,17,1,0,0.002024,116.31.116.38,0,0,1,0.780488,23370,0.346571,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
182,2,17,1,0,0.002052,59.45.175.32,0.016915,0.86682,0.055754,0.513688,29556,0.442533,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
183,2,17,1,0,0.002066,59.45.175.32,0.016915,0.86682,0.055754,0.513688,33508,0.503839,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
184,2,17,1,0,0.00208,59.45.175.32,0.016915,0.86682,0.055754,0.513688,24299,0.360982,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
185,2,17,1,0,0.002097,112.74.63.26,0.072637,0.914393,0.003908,0.079642,60304,0.91952,ubuntu,0.003951,0.819385,0.003765,0.399704,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
186,2,17,1,0,0.002106,59.45.175.32,0.016915,0.86682,0.055754,0.513688,52284,0.795107,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
187,2,17,1,0,0.002119,59.45.175.32,0.016915,0.86682,0.055754,0.513688,64970,0.991902,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
188,2,17,1,0,0.002132,59.45.175.32,0.016915,0.86682,0.055754,0.513688,19059,0.279695,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
189,2,17,2,0,0.002225,116.31.116.38,0,0,1,0.780488,35707,0.537952,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
190,2,17,2,0,0.002248,116.31.116.38,0,0,1,0.780488,51743,0.786715,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
191,2,17,2,0,0.002268,221.194.47.224,0.028358,0.883688,0.034487,0.308611,53609,0.815662,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
192,2,17,2,0,0.00227,221.194.47.224,0.028358,0.883688,0.034487,0.308611,54410,0.828087,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
193,2,17,2,0,0.002271,116.31.116.38,0,0,1,0.780488,13712,0.196749,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
194,2,17,2,0,0.002273,221.194.47.224,0.028358,0.883688,0.034487,0.308611,52904,0.804725,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
195,2,17,2,0,0.002275,221.194.47.224,0.028358,0.883688,0.034487,0.308611,56152,0.855111,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
196,2,17,2,0,0.002278,221.194.47.224,0.028358,0.883688,0.034487,0.308611,59120,0.901153,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
197,2,18,2,0,0.00228,221.194.47.224,0.028358,0.883688,0.034487,0.308611,43800,0.663497,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
198,2,18,2,0,0.002294,116.31.116.38,0,0,1,0.780488,36184,0.545352,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
199,2,18,2,0,0.002296,112.74.63.26,0.072637,0.914393,0.003908,0.079642,44098,0.66812,bb,0.805432,0.992938,0,0.301383,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
200,2,18,2,0,0.002315,116.31.116.38,0,0,1,0.780488,50010,0.759831,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
201,2,18,2,0,0.002324,59.45.175.32,0.016915,0.86682,0.055754,0.513688,63838,0.974342,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
202,2,18,2,0,0.002336,59.45.175.32,0.016915,0.86682,0.055754,0.513688,22579,0.3343,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
203,2,18,2,0,0.002337,116.31.116.38,0,0,1,0.780488,12041,0.170827,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
204,2,18,2,0,0.002346,59.45.175.32,0.016915,0.86682,0.055754,0.513688,19488,0.28635,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
205,2,18,2,0,0.002359,59.45.175.32,0.016915,0.86682,0.055754,0.513688,25630,0.38163,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
206,2,18,2,0,0.002389,59.45.175.32,0.016915,0.86682,0.055754,0.513688,40971,0.619611,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
207,2,18,2,0,0.00239,59.45.175.32,0.016915,0.86682,0.055754,0.513688,40971,0.619611,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
208,2,18,2,0,0.002396,112.74.63.26,0.072637,0.914393,0.003908,0.079642,38372,0.579294,cc,0.352099,0.965931,0.000037,0.908597,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
209,2,18,2,0,0.002457,110.72.25.174,0.779602,0.991872,0,0.652563,59165,0.901851,root,0,0,1,0.093379,China,None,0.829356,0.273358,0.799257,0.518483,0.985699,0.755085,cluster0
210,2,18,2,0,0.002543,116.31.116.38,0,0,1,0.780488,46804,0.710097,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
211,2,18,2,0,0.002565,116.31.116.38,0,0,1,0.780488,19223,0.282239,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
212,2,18,2,0,0.002587,116.31.116.38,0,0,1,0.780488,35815,0.539627,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
213,2,18,2,0,0.0026,59.45.175.32,0.016915,0.86682,0.055754,0.513688,33579,0.504941,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
214,2,18,2,0,0.00261,116.31.116.38,0,0,1,0.780488,18530,0.271489,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
215,2,18,2,0,0.002613,59.45.175.32,0.016915,0.86682,0.055754,0.513688,45337,0.68734,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
216,2,18,2,0,0.002625,59.45.175.32,0.016915,0.86682,0.055754,0.513688,27941,0.41748,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
217,2,18,2,0,0.002633,116.31.116.38,0,0,1,0.780488,28490,0.425996,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
218,2,18,2,0,0.002641,59.45.175.32,0.016915,0.86682,0.055754,0.513688,38774,0.58553,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
219,2,18,2,0,0.002652,59.45.175.32,0.016915,0.86682,0.055754,0.513688,32023,0.480803,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
220,2,18,2,0,0.002655,116.31.116.38,0,0,1,0.780488,15905,0.230768,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
221,2,18,2,0,0.002666,59.45.175.32,0.016915,0.86682,0.055754,0.513688,16760,0.244031,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
222,2,18,2,0,0.002694,112.74.63.26,0.072637,0.914393,0.003908,0.079642,56274,0.857003,33,0.945679,0.998177,0,0.017292,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster1
