@relation 'fullCSV.arff_fullCSV.arff-weka.filters.unsupervised.attribute.Remove-V-R20,21,22_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S4.0-C4-Lfirst-last-V_clustered'

@attribute Instance_number numeric
@attribute DayOfWeek numeric
@attribute TimeOfDay numeric
@attribute HourSinceStart numeric
@attribute DaySinceStart numeric
@attribute ScaledTime numeric
@attribute IP_Address string
@attribute IP_AsRank numeric
@attribute IP_AsScaledRank numeric
@attribute IP_AsAttackCount numeric
@attribute IP_AsRandomInt numeric
@attribute Port numeric
@attribute PortNormalised numeric
@attribute Uname string
@attribute UName_AsRank numeric
@attribute Uname_AsScaledRank numeric
@attribute UName_AsCount numeric
@attribute UName_AsRandomInt numeric
@attribute Country string
@attribute City string
@attribute Loc_X numeric
@attribute Loc_Y numeric
@attribute Loc_Z numeric
@attribute 0.743Loc_Y+0.643Loc_X-0.186Loc_Z numeric
@attribute 0.857Loc_Z+0.476Loc_X-0.198Loc_Y numeric
@attribute '-0.639Loc_Y+0.6  Loc_X-0.481Loc_Z' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
3190,4,18,50,2,0.055582,116.31.116.38,0,0,1,0.780488,11545,0.163132,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3191,4,18,50,2,0.055606,116.31.116.38,0,0,1,0.780488,58223,0.887238,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3192,4,18,50,2,0.055656,133.130.102.99,0.042786,0.897115,0.015749,0.445495,39838,0.602035,umesh,0.30716,0.961475,0.000056,0.354743,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3193,4,18,50,2,0.055745,133.130.102.99,0.042786,0.897115,0.015749,0.445495,39346,0.594403,sam,0.175802,0.943262,0.000112,0.285573,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3194,4,18,50,2,0.055747,177.23.150.42,0.01592,0.864841,0.06449,0.639622,15267,0.220871,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3195,4,18,50,2,0.055801,116.31.116.38,0,0,1,0.780488,28675,0.428866,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3196,4,18,50,2,0.055824,116.31.116.38,0,0,1,0.780488,58183,0.886617,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3197,4,18,50,2,0.055848,116.31.116.38,0,0,1,0.780488,44648,0.676652,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3198,4,18,50,2,0.055872,116.31.116.38,0,0,1,0.780488,21759,0.32158,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3199,4,18,50,2,0.055899,116.31.116.38,0,0,1,0.780488,63209,0.964584,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3200,4,18,50,2,0.05592,116.31.116.38,0,0,1,0.780488,47842,0.7262,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3201,4,18,50,2,0.055921,177.23.150.42,0.01592,0.864841,0.06449,0.639622,8866,0.121574,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3202,4,18,50,2,0.056013,133.130.102.99,0.042786,0.897115,0.015749,0.445495,40244,0.608333,hplip,0.662222,0.986548,0,0.199605,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3203,4,18,50,2,0.056095,177.23.150.42,0.01592,0.864841,0.06449,0.639622,7457,0.099716,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3204,4,18,50,2,0.056102,133.130.102.99,0.042786,0.897115,0.015749,0.445495,41354,0.625553,colord,0.760494,0.991064,0,0.525692,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3205,4,18,50,2,0.056115,116.31.116.38,0,0,1,0.780488,41032,0.620558,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3206,4,18,50,2,0.05614,116.31.116.38,0,0,1,0.780488,21525,0.31795,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3207,4,18,50,2,0.056164,116.31.116.38,0,0,1,0.780488,10430,0.145836,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3208,4,18,50,2,0.056189,116.31.116.38,0,0,1,0.780488,59838,0.912291,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3209,4,18,50,2,0.056191,133.130.102.99,0.042786,0.897115,0.015749,0.445495,41340,0.625335,lightdm,0.871111,0.995496,0,0.669466,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3210,4,18,50,2,0.056213,116.31.116.38,0,0,1,0.780488,40845,0.617657,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3211,4,18,50,2,0.056243,116.31.116.38,0,0,1,0.780488,20373,0.300079,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3212,4,18,50,2,0.056281,133.130.102.99,0.042786,0.897115,0.015749,0.445495,42264,0.639669,avahi,0.125926,0.932372,0.000168,0.914526,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3213,4,18,50,2,0.056348,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1072,0.000667,admin,0.000494,0.751517,0.041598,0.283103,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3214,4,18,50,2,0.056388,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1256,0.003521,admin,0.000494,0.751517,0.041598,0.283103,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3215,4,18,50,2,0.056429,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1280,0.003894,apache,0.012346,0.856574,0.001379,0.419466,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3216,4,18,50,2,0.056435,116.31.116.38,0,0,1,0.780488,62722,0.95703,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3217,4,18,50,2,0.05644,177.23.150.42,0.01592,0.864841,0.06449,0.639622,37825,0.570808,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3218,4,18,50,2,0.05646,116.31.116.38,0,0,1,0.780488,40055,0.605402,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3219,4,18,50,2,0.056484,116.31.116.38,0,0,1,0.780488,20168,0.296899,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3220,4,18,51,2,0.056508,116.31.116.38,0,0,1,0.780488,63682,0.971922,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3221,4,18,51,2,0.056534,116.31.116.38,0,0,1,0.780488,59241,0.90303,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3222,4,18,51,2,0.056548,133.130.102.99,0.042786,0.897115,0.015749,0.445495,43718,0.662225,saned,0.456296,0.974392,0.000019,0.445652,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3223,4,18,51,2,0.056557,116.31.116.38,0,0,1,0.780488,39892,0.602873,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3224,4,19,51,2,0.056573,131.255.132.178,0.938806,0.997939,0,0.657043,3188,0.033492,root,0,0,1,0.093379,Brazil,Araquari,0.512382,0.61625,0.015489,0.65769,0.108101,0.6126,cluster13
3225,4,19,51,2,0.056612,177.23.150.42,0.01592,0.864841,0.06449,0.639622,64642,0.986814,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3226,4,19,51,2,0.056634,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1089,0.000931,backup,0.015309,0.863595,0.0011,0.540514,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3227,4,19,51,2,0.056638,133.130.102.99,0.042786,0.897115,0.015749,0.445495,44078,0.667809,rtkit,0.042469,0.896897,0.00041,0.467391,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3228,4,19,51,2,0.056676,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1280,0.003894,backup17,0.357037,0.966386,0.000037,0.958004,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3229,4,19,51,2,0.056677,123.31.38.119,0.041791,0.896347,0.016898,0.638626,21983,0.325055,support,0.001481,0.787373,0.006803,0.868083,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster6
3230,4,19,51,2,0.056686,123.31.38.119,0.041791,0.896347,0.016898,0.638626,17767,0.259653,admin,0.000494,0.751517,0.041598,0.283103,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster6
3231,4,19,51,2,0.056716,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1208,0.002777,backup,0.015309,0.863595,0.0011,0.540514,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3232,4,19,51,2,0.056728,133.130.102.99,0.042786,0.897115,0.015749,0.445495,43800,0.663497,kernoops,0.847407,0.994596,0,0.937253,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3233,4,19,51,2,0.056757,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1208,0.002777,backup,0.015309,0.863595,0.0011,0.540514,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3234,4,19,51,2,0.056759,116.31.116.38,0,0,1,0.780488,30409,0.455765,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3235,4,19,51,2,0.05676,113.205.89.245,0.930348,0.997643,0,0.210055,35121,0.528862,root,0,0,1,0.093379,China,Chongqing,0.365016,0.536104,0.021531,0.498216,0.041001,0.564246,cluster0
3236,4,19,51,2,0.056772,179.63.255.249,0.150746,0.938229,0.00092,0.222001,33134,0.498038,admin,0.000494,0.751517,0.041598,0.283103,Honduras,Choloma,0.00212,0.492733,0.545265,0.147025,0.231444,0.15647,cluster3
3237,4,19,51,2,0.056773,179.63.255.249,0.150746,0.938229,0.00092,0.222001,33134,0.498038,admin,0.000494,0.751517,0.041598,0.283103,Honduras,Choloma,0.00212,0.492733,0.545265,0.147025,0.231444,0.15647,cluster3
3238,4,19,51,2,0.056774,179.63.255.249,0.150746,0.938229,0.00092,0.222001,33134,0.498038,admin,0.000494,0.751517,0.041598,0.283103,Honduras,Choloma,0.00212,0.492733,0.545265,0.147025,0.231444,0.15647,cluster3
3239,4,19,51,2,0.056775,179.63.255.249,0.150746,0.938229,0.00092,0.222001,33134,0.498038,admin,0.000494,0.751517,0.041598,0.283103,Honduras,Choloma,0.00212,0.492733,0.545265,0.147025,0.231444,0.15647,cluster3
3240,4,19,51,2,0.056776,179.63.255.249,0.150746,0.938229,0.00092,0.222001,33134,0.498038,admin,0.000494,0.751517,0.041598,0.283103,Honduras,Choloma,0.00212,0.492733,0.545265,0.147025,0.231444,0.15647,cluster3
3241,4,19,51,2,0.056776,179.63.255.249,0.150746,0.938229,0.00092,0.222001,33134,0.498038,admin,0.000494,0.751517,0.041598,0.283103,Honduras,Choloma,0.00212,0.492733,0.545265,0.147025,0.231444,0.15647,cluster3
3242,4,19,51,2,0.056781,123.31.38.119,0.041791,0.896347,0.016898,0.638626,56304,0.857469,ubnt,0.001975,0.796762,0.005815,0.509387,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
3243,4,19,51,2,0.056783,116.31.116.38,0,0,1,0.780488,60203,0.917953,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3244,4,19,51,2,0.056786,177.23.150.42,0.01592,0.864841,0.06449,0.639622,9569,0.132479,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3245,4,19,51,2,0.056798,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1109,0.001241,backup,0.015309,0.863595,0.0011,0.540514,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3246,4,19,51,2,0.056808,116.31.116.38,0,0,1,0.780488,48156,0.731071,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3247,4,19,51,2,0.056833,116.31.116.38,0,0,1,0.780488,26711,0.398399,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3248,4,19,51,2,0.056858,116.31.116.38,0,0,1,0.780488,44904,0.680623,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3249,4,19,51,2,0.056884,116.31.116.38,0,0,1,0.780488,57319,0.873214,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3250,4,19,51,2,0.056959,177.23.150.42,0.01592,0.864841,0.06449,0.639622,17763,0.259591,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3251,4,19,51,2,0.056995,133.130.102.99,0.042786,0.897115,0.015749,0.445495,45268,0.68627,usbmux,0.543704,0.980112,0.000019,0.5667,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3252,4,19,51,2,0.057004,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1144,0.001784,candy,0.199506,0.947391,0.000093,0.001482,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3253,4,19,51,2,0.057045,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1040,0.000171,centos,0.025679,0.880477,0.000671,0.453557,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3254,4,19,51,2,0.05708,123.31.38.119,0.041791,0.896347,0.016898,0.638626,41086,0.621395,support,0.001481,0.787373,0.006803,0.868083,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
3255,4,19,51,2,0.057082,123.31.38.119,0.041791,0.896347,0.016898,0.638626,5104,0.063215,admin,0.000494,0.751517,0.041598,0.283103,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster6
3256,4,19,51,2,0.057083,123.31.38.119,0.041791,0.896347,0.016898,0.638626,43278,0.655399,user,0.002963,0.809996,0.004846,0.543478,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
3257,4,19,51,2,0.057084,116.31.116.38,0,0,1,0.780488,33574,0.504863,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3258,4,19,51,2,0.057085,133.130.102.99,0.042786,0.897115,0.015749,0.445495,46380,0.70352,messagebus,0.25037,0.954803,0.000075,0.552372,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3259,4,19,51,2,0.057086,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1040,0.000171,charles,0.053333,0.904332,0.000317,0.311759,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3260,4,19,51,2,0.057108,116.31.116.38,0,0,1,0.780488,13185,0.188573,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3261,4,19,51,2,0.05713,177.23.150.42,0.01592,0.864841,0.06449,0.639622,50177,0.762422,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3262,4,19,51,2,0.057133,116.31.116.38,0,0,1,0.780488,42481,0.643036,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3263,4,19,51,2,0.057158,116.31.116.38,0,0,1,0.780488,25104,0.37347,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3264,4,19,51,2,0.057174,133.130.102.99,0.042786,0.897115,0.015749,0.445495,46072,0.698742,syslog,0.161975,0.940589,0.00013,0.479249,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3265,4,19,51,2,0.057183,116.31.116.38,0,0,1,0.780488,14041,0.201852,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3266,4,19,51,2,0.057208,116.31.116.38,0,0,1,0.780488,61399,0.936506,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3267,4,19,51,2,0.057263,133.130.102.99,0.042786,0.897115,0.015749,0.445495,47196,0.716178,graylog,0.809383,0.993098,0,0.717391,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3268,4,19,51,2,0.057292,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1040,0.000171,db2fenc1,0.043951,0.898017,0.000391,0.112648,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3269,4,19,51,2,0.057305,177.23.150.42,0.01592,0.864841,0.06449,0.639622,55298,0.841863,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3270,4,19,51,2,0.057333,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1040,0.000171,demo,0.014321,0.861418,0.001137,0.460474,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3271,4,19,51,2,0.057374,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1040,0.000171,demo,0.014321,0.861418,0.001137,0.460474,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3272,4,19,51,2,0.057406,116.31.116.38,0,0,1,0.780488,38761,0.585328,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3273,4,19,51,2,0.057431,116.31.116.38,0,0,1,0.780488,23484,0.348339,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3274,4,19,51,2,0.057454,116.31.116.38,0,0,1,0.780488,49552,0.752726,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3275,4,19,51,2,0.057467,221.194.44.224,0.023881,0.878078,0.041039,0.429567,37873,0.571553,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3276,4,19,51,2,0.057469,221.194.44.224,0.023881,0.878078,0.041039,0.429567,40309,0.609342,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3277,4,19,51,2,0.057471,221.194.44.224,0.023881,0.878078,0.041039,0.429567,43671,0.661496,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3278,4,19,51,2,0.057474,221.194.44.224,0.023881,0.878078,0.041039,0.429567,46827,0.710454,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3279,4,19,51,2,0.057476,221.194.44.224,0.023881,0.878078,0.041039,0.429567,48691,0.73937,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3280,4,19,51,2,0.057478,221.194.44.224,0.023881,0.878078,0.041039,0.429567,50183,0.762515,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3281,4,19,51,2,0.057479,116.31.116.38,0,0,1,0.780488,30331,0.454555,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3282,4,19,51,2,0.057503,116.31.116.38,0,0,1,0.780488,11736,0.166095,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3283,4,19,51,2,0.057529,116.31.116.38,0,0,1,0.780488,54974,0.836837,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3284,4,19,51,2,0.057531,133.130.102.99,0.042786,0.897115,0.015749,0.445495,48912,0.742798,impala,0.772346,0.991569,0,0.568182,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3285,4,19,51,2,0.057537,60.251.223.115,0.127861,0.932854,0.001265,0.328024,5386,0.067589,account,0.070123,0.913265,0.000261,0.562253,Taiwan,Taichung,0.573389,0.765258,0.083964,0.79776,0.16349,0.531163,cluster14
3286,4,19,51,2,0.057538,60.251.223.115,0.127861,0.932854,0.001265,0.328024,5386,0.067589,account,0.070123,0.913265,0.000261,0.562253,Taiwan,Taichung,0.573389,0.765258,0.083964,0.79776,0.16349,0.531163,cluster14
3287,4,19,51,2,0.057538,60.251.223.115,0.127861,0.932854,0.001265,0.328024,5386,0.067589,account,0.070123,0.913265,0.000261,0.562253,Taiwan,Taichung,0.573389,0.765258,0.083964,0.79776,0.16349,0.531163,cluster14
3288,4,19,51,2,0.057579,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1040,0.000171,docker,0.108642,0.927554,0.000186,0.259387,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3289,4,19,52,2,0.057619,59.45.175.62,0.005473,0.82998,0.110472,0.465903,33938,0.51051,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3290,4,19,52,2,0.057621,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1040,0.000171,ftp,0.017778,0.868475,0.000988,0.67836,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3291,4,19,52,2,0.057621,133.130.102.99,0.042786,0.897115,0.015749,0.445495,48890,0.742457,yarn,0.236049,0.95288,0.000075,0.044466,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3292,4,19,52,2,0.057622,59.45.175.62,0.005473,0.82998,0.110472,0.465903,42373,0.64136,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3293,4,19,52,2,0.057626,59.45.175.62,0.005473,0.82998,0.110472,0.465903,53140,0.808386,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3294,4,19,52,2,0.05763,59.45.175.62,0.005473,0.82998,0.110472,0.465903,45750,0.693747,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3295,4,19,52,2,0.057632,59.45.175.62,0.005473,0.82998,0.110472,0.465903,54416,0.828181,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3296,4,19,52,2,0.057636,59.45.175.62,0.005473,0.82998,0.110472,0.465903,35764,0.538836,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3297,4,19,52,2,0.057654,177.23.150.42,0.01592,0.864841,0.06449,0.639622,29058,0.434808,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3298,4,19,52,2,0.057662,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1040,0.000171,ftp,0.017778,0.868475,0.000988,0.67836,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3299,4,20,52,2,0.05771,133.130.102.99,0.042786,0.897115,0.015749,0.445495,49340,0.749438,llama,0.704198,0.988554,0,0.995059,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3300,4,20,52,2,0.057754,116.31.116.38,0,0,1,0.780488,28993,0.433799,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3301,4,20,52,2,0.057825,177.23.150.42,0.01592,0.864841,0.06449,0.639622,60225,0.918294,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3302,4,20,52,2,0.057826,116.31.116.38,0,0,1,0.780488,36643,0.552472,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3303,4,20,52,2,0.057852,116.31.116.38,0,0,1,0.780488,17676,0.258241,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3304,4,20,52,2,0.057867,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1312,0.00439,ftpuser,0.01037,0.850884,0.001621,0.857708,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3305,4,20,52,2,0.05787,60.251.223.115,0.127861,0.932854,0.001265,0.328024,5386,0.067589,cyrusimap,0.165926,0.941375,0.00013,0.733202,Taiwan,Taichung,0.573389,0.765258,0.083964,0.79776,0.16349,0.531163,cluster14
3306,4,20,52,2,0.057876,116.31.116.38,0,0,1,0.780488,59962,0.914214,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3307,4,20,52,2,0.057902,116.31.116.38,0,0,1,0.780488,52137,0.792827,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3308,4,20,52,2,0.057908,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1129,0.001551,ftpuser,0.01037,0.850884,0.001621,0.857708,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3309,4,20,52,2,0.057925,116.31.116.38,0,0,1,0.780488,37154,0.560399,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
