DayOfWeek,TimeOfDay,ScaledTime,IP_Address,IP_AsRank,IP_AsAttackCount,IP_AsRandomInt,Port,PortNormalised,Uname,UName_AsRank,UName_AsCount,UName_AsRandomInt,Country,City,Loc_X,Loc_Y,Loc_Z
2,16,0.7933474876150035,"""59.45.175.32""",0.0,1.0,0.875,31817,0.35357743613816844,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.812691672564284,"""59.45.175.32""",0.0,1.0,0.875,42136,0.5554121190783554,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.8131634819532909,"""59.45.175.32""",0.0,1.0,0.875,42136,0.5554121190783554,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.8223637650389243,"""59.45.175.32""",0.0,1.0,0.875,32086,0.35883894691546375,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.8327435715970748,"""59.45.175.32""",0.0,1.0,0.875,23238,0.18577631733364627,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.8386411889596603,"""112.74.63.26""",0.4444444444444444,0.25806451612903225,0.25,60184,0.9084223291475961,"""ubuntu""",0.5,0.0,1.0,"""China""","""Hangzhou""",0.6544076263063051, 0.6530183588808627, 0.051239012794322525
2,17,0.9476291578202406,"""116.31.116.38""",0.1111111111111111,0.6774193548387096,0.0,34926,0.41438798263114657,"""root""",0.0,1.0,0.0,"""China""","""Shenzhen""",0.2815020940173457, 0.13118117234456111, 0.24350836327878017
2,17,0.9665015333805143,"""116.31.116.38""",0.1111111111111111,0.6774193548387096,0.0,56704,0.8403552008762665,"""root""",0.0,1.0,0.0,"""China""","""Shenzhen""",0.2815020940173457, 0.13118117234456111, 0.24350836327878017
2,17,0.9759377211606511,"""59.45.175.32""",0.0,1.0,0.875,23892,0.1985682431639479,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,17,0.9827789573012503,"""116.31.116.38""",0.1111111111111111,0.6774193548387096,0.0,16013,0.044458788092164456,"""root""",0.0,1.0,0.0,"""China""","""Shenzhen""",0.2815020940173457, 0.13118117234456111, 0.24350836327878017
2,17,0.9858457183297947,"""59.45.175.32""",0.0,1.0,0.875,33004,0.37679458592496967,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,17,0.9931587638594008,"""112.74.63.26""",0.4444444444444444,0.25806451612903225,0.25,57736,0.860540625122247,"""ubuntu""",0.5,0.0,1.0,"""China""","""Hangzhou""",0.6544076263063051, 0.6530183588808627, 0.051239012794322525
2,17,0.9945741920264213,"""59.45.175.32""",0.0,1.0,0.875,39827,0.5102491882799358,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,17,1.0,"""116.31.116.38""",0.1111111111111111,0.6774193548387096,0.0,43033,0.5729570081758792,"""root""",0.0,1.0,0.0,"""China""","""Shenzhen""",0.2815020940173457, 0.13118117234456111, 0.24350836327878017
